district_code,district_name_english,district_name_french,party,candidate_last,candidate_first,candidate_middle
24036,Lotbinière--Chutes-de-la-Chaudière,Lotbinière--Chutes-de-la-Chaudière,Liberal,Paradis,Eric,
24036,Lotbinière--Chutes-de-la-Chaudière,Lotbinière--Chutes-de-la-Chaudière,Green,Picknell,Shirley,
24037,Louis-Hébert,Louis-Hébert,NDP,Blanchette,Denis,
24037,Louis-Hébert,Louis-Hébert,Liberal,Chalifour Scherrer,Hélène,
24037,Louis-Hébert,Louis-Hébert,Bloc,Clavet,Roger,
24037,Louis-Hébert,Louis-Hébert,Independent,Fortin,Francis,
24037,Louis-Hébert,Louis-Hébert,Conservative,Harvey,Luc,
24037,Louis-Hébert,Louis-Hébert,Green,Hudon,Robert,
24037,Louis-Hébert,Louis-Hébert,Christian Heritage,Jetchick,Stefan,
24037,Louis-Hébert,Louis-Hébert,Independent,Têtu,Frédérick,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Bloc,Cleary,Bernard,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,NDP,Donnelly,Robert,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Green,Gravelle,Lucien,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Liberal,Gros-Louis,Isa,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Independent,Légaré,Christian,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Conservative,Verner,Josée,
24039,Manicouagan,Manicouagan,Bloc,Asselin,Gérard,
24039,Manicouagan,Manicouagan,NDP,Ducasse,Pierre,
24039,Manicouagan,Manicouagan,Green,Gélineau,Jacques,
24039,Manicouagan,Manicouagan,Liberal,Jones,Randy,
24039,Manicouagan,Manicouagan,Conservative,Paradis,Pierre,
24039,Manicouagan,Manicouagan,Independent,Vivier,Eric,
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Green,Bissonnette,Lise,
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,NDP,Duplantis,Martin,
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Liberal,Gagné,Renée,
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Bloc,Ménard,Serge,
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Conservative,Moreau,Claude,
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,Independent,Côté,Yvan,
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,Green,Desjardins,Sarah,
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,Conservative,Drapeau,Rodrigue,
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,Liberal,Leclerc,Kim,
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,NDP,Ricard,Stéphane,
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,Bloc,Roy,Jean-Yves,
24042,Mégantic--L'Érable,Mégantic--L'Érable,Bloc,Boulianne,Marc,
24042,Mégantic--L'Érable,Mégantic--L'Érable,Liberal,Corriveau,Yvan,
24042,Mégantic--L'Érable,Mégantic--L'Érable,Green,Hamel,Jean François,
24042,Mégantic--L'Érable,Mégantic--L'Érable,Conservative,Paradis,Christian,
24042,Mégantic--L'Érable,Mégantic--L'Érable,NDP,Tremblay,Isabelle,
24043,Montcalm,Montcalm,Liberal,Fortin,Luc,
24043,Montcalm,Montcalm,Bloc,Gaudet,Roger,
24043,Montcalm,Montcalm,Green,Gorchinsky,Wendy,
24043,Montcalm,Montcalm,NDP,Leclerc,Nancy,
24043,Montcalm,Montcalm,Conservative,Paulette,Michel,
24044,Mount Royal,Mont-Royal,Liberal,Cotler,Irwin,
24044,Mount Royal,Mont-Royal,Conservative,Drabkin,Neil Martin,
24044,Mount Royal,Mont-Royal,Bloc,Dussault,Guillaume,
24044,Mount Royal,Mont-Royal,Marxist-Leninist,Johnston,Diane,
24044,Mount Royal,Mont-Royal,Green,Pichereau,Damien,
24044,Mount Royal,Mont-Royal,NDP,Thibodeau,Nicolas R.,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,NDP,Deslauriers,Peter,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Marxist-Leninist,Hoffman,Rachel,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Liberal,Jennings,Marlene,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Bloc,Lambert,Alexandre,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Conservative,Mackenzie,Allen F.,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Green,Sévigny,Pierre-Albert,
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Libertarian,Wertheimer,Earl,
24046,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,Liberal,Caouette,Armand,
24046,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,Green,Denis,Pierre M.,
24046,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,Conservative,Gagnon,Gilles,
24046,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,Bloc,Lévesque,Yvon,
24046,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,NDP,Vaillancourt,Dominique,
24047,Outremont,Outremont,Independent,Denis,Eric Roach,
24047,Outremont,Outremont,Conservative,Fournier,Daniel,
24047,Outremont,Outremont,Independent,Lacombe,Yan,
24047,Outremont,Outremont,Liberal,Lapierre,Jean-C.,
24047,Outremont,Outremont,NDP,Lauzon,Léo-Paul,
24047,Outremont,Outremont,Bloc,Léonard,Jacques,
24047,Outremont,Outremont,Independent,Millette,Régent,
24047,Outremont,Outremont,Progressive Canadian Party,Paynter,Philip,
24047,Outremont,Outremont,Green,Pilon,François,
24047,Outremont,Outremont,Independent,Rochon,Xavier,
24047,Outremont,Outremont,Marxist-Leninist,Sullivan,Linda,
24048,Papineau,Papineau,Canadian Action Party,Baig,Mahmood-Raza,
24048,Papineau,Papineau,Bloc,Barbot,Vivian,
24048,Papineau,Papineau,NDP,Hasbani,Marc,
24048,Papineau,Papineau,Marxist-Leninist,Macrisopoulos,Peter,
24048,Papineau,Papineau,Liberal,Pettigrew,Pierre,
24048,Papineau,Papineau,Conservative,Sarker,Mustaque A.,
24048,Papineau,Papineau,Green,Verenka,Louis-Philippe,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Marxist-Leninist,Colly,Garnet,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Bloc,Martel,Denis,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Liberal,Patry,Bernard,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Conservative,Rae,Don,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,NDP,Siddiqui,Shameem,
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Green,Williams,Leo,
24050,Pontiac,Pontiac,NDP,Brault,Céline,
24050,Pontiac,Pontiac,Conservative,Cannon,Lawrence,
24050,Pontiac,Pontiac,Bloc,Émond Lapointe,Christine,
24050,Pontiac,Pontiac,Green,Garahan,Moe,
24050,Pontiac,Pontiac,Marxist-Leninist,Legros,Benoit,
24050,Pontiac,Pontiac,Liberal,Smith,David,
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Independent,Arthur,André,
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Green,Beaulieu,Jérôme,
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Conservative,Bruce,Howard M.,
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Bloc,Côté,Guy,
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,NDP,Fiset,Jean-Marie,
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Liberal,Landry,Gilles,
24052,Québec,Québec,Independent,Aubut,Dan,
24052,Québec,Québec,Libertarian,Bedard,Francis,
24052,Québec,Québec,Conservative,Boisvert,Frédérik,
24052,Québec,Québec,Green,Bonaventure,Yonnel,
24052,Québec,Québec,Liberal,Drolet,Caroline,
24052,Québec,Québec,Bloc,Gagnon,Christiane,
24052,Québec,Québec,NDP,Lessard,Michaël,
24052,Québec,Québec,Progressive Canadian Party,Raymond-Labrie,Alexandre,
24053,Repentigny,Repentigny,NDP,Bellemare,Réjean,
24053,Repentigny,Repentigny,Liberal,Forest,Josyanne,
24053,Repentigny,Repentigny,Green,Jastrzebski,Adam,
24053,Repentigny,Repentigny,Conservative,Lafortune,Claude Jr,
24053,Repentigny,Repentigny,Bloc,Sauvageau,Benoît,
24054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu--Nicolet--Bécancour,Conservative,Hélie-Lambert,Marie-Ève,
24054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu--Nicolet--Bécancour,Green,Lacroix,Louis,
24054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu--Nicolet--Bécancour,Bloc,Plamondon,Louis,
24054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu--Nicolet--Bécancour,Liberal,Provencher,Ghislaine,
24054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu--Nicolet--Bécancour,NDP,Roberge Cartier,Marie-Claude,
24055,Richmond--Arthabaska,Richmond--Arthabaska,Bloc,Bellavance,André,
24055,Richmond--Arthabaska,Richmond--Arthabaska,Green,Busque,Laurier,
24055,Richmond--Arthabaska,Richmond--Arthabaska,Conservative,Landry,Jean,
24055,Richmond--Arthabaska,Richmond--Arthabaska,NDP,Maguire,Isabelle,
24055,Richmond--Arthabaska,Richmond--Arthabaska,Liberal,Mercier,Louis Napoléon,
24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Green,Bédard,François,
24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,NDP,Caron,Guy,
24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Conservative,Picard,Roger,
24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Bloc,Thibault,Louise,
24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Liberal,Tremblay,Michel,
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Green,Bédard,Marie Martine,
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,NDP,Chartrand,Francis,
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Liberal,Frégeau,Robert,
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Conservative,Gauthier,Érick,
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Bloc,Perron,Gilles-A.,
24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Bloc,Crête,Paul,
24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,NDP,Leblanc,Myriam,
24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Green,Lemay,Serge,
24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Conservative,Nadeau,Daniel,
24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Liberal,Vachon,Lise M.,
24059,Rivière-du-Nord,Rivière-du-Nord,Conservative,Albert,Pierre,
24059,Rivière-du-Nord,Rivière-du-Nord,NDP,Bernier,Simon,
24059,Rivière-du-Nord,Rivière-du-Nord,Green,Genet,Maude,
24059,Rivière-du-Nord,Rivière-du-Nord,Bloc,Guay,Monique,
24059,Rivière-du-Nord,Rivière-du-Nord,Liberal,Guénette,Yannick,
24060,Roberval--Lac-Saint-Jean,Roberval--Lac-Saint-Jean,Liberal,Chiasson,Luc,
24060,Roberval--Lac-Saint-Jean,Roberval--Lac-Saint-Jean,Bloc,Gauthier,Michel,
24060,Roberval--Lac-Saint-Jean,Roberval--Lac-Saint-Jean,Green,Girard,Sébastien,
24060,Roberval--Lac-Saint-Jean,Roberval--Lac-Saint-Jean,Conservative,Lavoie,Ghislain,
24060,Roberval--Lac-Saint-Jean,Roberval--Lac-Saint-Jean,NDP,Privé,François,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Bloc,Bigras,Bernard,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Green,Gadoury,Marc-André,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Liberal,Harvey,Suzanne,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,NDP,Reeves,Chantal,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Conservative,Sauvé,Michel,
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Marijuana Party,St-Onge,Hugô,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Independent,Gaudet,Jules Édouard,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,NDP,Henretta,Marie,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Liberal,Joseph,Kerline,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Bloc,Lavallée,Carole,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Green,Papin,Elisabeth,
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Conservative,Waldteufel,Nicolas,
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,NDP,Chevrier,Joëlle,
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Liberal,Deschênes,Stéphane,
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Conservative,Guilhaumon,Huguette,
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Bloc,Loubier,Yvan,
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Green,Tétreault,Jacques,
24064,Saint-Jean,Saint-Jean,Liberal,Akoury,Maro,
24064,Saint-Jean,Saint-Jean,Bloc,Bachand,Claude,
24064,Saint-Jean,Saint-Jean,Green,Bisaillon,Véronique,
24064,Saint-Jean,Saint-Jean,NDP,Lanciault,Mathieu-Gilles,
24064,Saint-Jean,Saint-Jean,Conservative,Lévesque,Francis,
24065,Saint-Lambert,Saint-Lambert,Conservative,Clune,Patrick,
24065,Saint-Lambert,Saint-Lambert,Marxist-Leninist,Fournier,Normand,
24065,Saint-Lambert,Saint-Lambert,NDP,Garcia,Ronaldo,
24065,Saint-Lambert,Saint-Lambert,Liberal,Hermans,Jean-Jacques,
24065,Saint-Lambert,Saint-Lambert,Bloc,Kotto,Maka,
24065,Saint-Lambert,Saint-Lambert,Green,Ziadé,Sonia,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Conservative,Alam,Ishrat,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Marxist-Leninist,Deschamps,Fernand,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Liberal,Dion,Stéphane,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,NDP,Elder,Liz,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Bloc,Fayad,William,
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Green,Mercier,Gilles,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Bloc,Charlemagne,Justine,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Marxist-Leninist,Chénier,Stéphane,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,NDP,Colella,Laura,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Liberal,Pacetti,Massimo,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Green,Parant,Pierre-Louis,
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Conservative,Pingiotti,Ercolano,
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Green,Audette,Pierre,
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Bloc,Laforest,Jean-Yves,
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,NDP,Larocque,Claude,
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Conservative,Toupin,Martial,
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Liberal,Whissell,Lucille,
24069,Shefford,Shefford,Green,Brière,Francine,
24069,Shefford,Shefford,Conservative,Lambert,Jean,
24069,Shefford,Shefford,NDP,Maundcote,Paula,
24069,Shefford,Shefford,Liberal,St-Jacques,Diane,
24069,Shefford,Shefford,Bloc,Vincent,Robert,
24070,Sherbrooke,Sherbrooke,Bloc,Cardin,Serge,
24070,Sherbrooke,Sherbrooke,Independent,Laroche-Martel,Claudia,
24070,Sherbrooke,Sherbrooke,Conservative,Nadeau,Marc,
24070,Sherbrooke,Sherbrooke,NDP,Plaisance,Martin,
24070,Sherbrooke,Sherbrooke,Liberal,Pouliot,Robert,
24070,Sherbrooke,Sherbrooke,Green,Quirion,Michel,
24071,Terrebonne--Blainville,Terrebonne--Blainville,Bloc,Bourgeois,Diane,
24071,Terrebonne--Blainville,Terrebonne--Blainville,Green,Drapeau,Martin,
24071,Terrebonne--Blainville,Terrebonne--Blainville,Conservative,Lebel,Daniel,
24071,Terrebonne--Blainville,Terrebonne--Blainville,NDP,Le Clair,Michel,
24071,Terrebonne--Blainville,Terrebonne--Blainville,Liberal,Thériault,Maxime,
24072,Trois-Rivières,Trois-Rivières,NDP,Boivin,Geneviève,
24072,Trois-Rivières,Trois-Rivières,Bloc,Brunelle,Paule,
24072,Trois-Rivières,Trois-Rivières,Liberal,Girard,Martine,
24072,Trois-Rivières,Trois-Rivières,Marijuana Party,Giroux,Paul,
24072,Trois-Rivières,Trois-Rivières,Green,Lavoie,Linda,
24072,Trois-Rivières,Trois-Rivières,Conservative,Ménard,Luc,
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Conservative,Bourgon,Stéphane,
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Bloc,Faille,Meili,
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Liberal,Garneau,Marc,
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,NDP,Markgraf,Bert,
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Green,Pariseau-Legault,Pierre,
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Green,Danis,Carl,
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Bloc,Malo,Luc,
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Conservative,Racicot,Jean-Félix,
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,NDP,Vallée,Simon,
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Liberal,Woods,Alanna,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Bloc,Fréchette,Sophie,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Marxist-Leninist,Lachapelle,Serge,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Conservative,O'Sullivan,Louise,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Liberal,Robillard,Lucienne,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Green,Sabourin,Julie,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Communist,Sloan,Bill,
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,NDP,Steedman,Eric Wilson,
35001,Ajax--Pickering,Ajax--Pickering,Liberal,Holland,Mark,
35001,Ajax--Pickering,Ajax--Pickering,Green,Korus,Russell,
35001,Ajax--Pickering,Ajax--Pickering,NDP,Modeste,Kevin,
35001,Ajax--Pickering,Ajax--Pickering,Christian Heritage,Norng,Kevin,
35001,Ajax--Pickering,Ajax--Pickering,Conservative,Thomas,Rondo,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,NDP,Hughes,Carol,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Green,Hutchinson,Sarah,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,First Peoples National,Morin,Will,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Independent,Polmateer,Donald Milton,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Liberal,St. Denis,Brent,
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Conservative,West,Ian,
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Independent,Cowie,Ben,
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Marxist-Leninist,Ghaddar,Jamilé,
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,NDP,Guyatt,Gordon,
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Green,Januczkowski,David,
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Liberal,Powers,Russ,
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Conservative,Sweet,David,
35004,Barrie,Barrie,Conservative,Brown,Patrick,
35004,Barrie,Barrie,NDP,Bursztyn,Peter,
35004,Barrie,Barrie,Liberal,Carroll,Aileen,
35004,Barrie,Barrie,Green,Jacoby-Hawkins,Erich,
35005,Beaches--East York,Beaches--East York,Marxist-Leninist,Carter,Roger,
35005,Beaches--East York,Beaches--East York,NDP,Churley,Marilyn,
35005,Beaches--East York,Beaches--East York,Conservative,Conroy,Peter,
35005,Beaches--East York,Beaches--East York,Green,Harris,Jim,
35005,Beaches--East York,Beaches--East York,Progressive Canadian Party,Love,Jim,
35005,Beaches--East York,Beaches--East York,Liberal,Minna,Maria,
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Green,Braendli,Ernst,
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Marxist-Leninist,Chilelli,Frank,
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Liberal,Malhi,Gurbax S.,
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,NDP,Martello,Cesar,
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Conservative,Sprovieri,John,
35007,Brampton--Springdale,Brampton--Springdale,Green,Chiocchio,Ian Raymond,
35007,Brampton--Springdale,Brampton--Springdale,Liberal,Dhalla,Ruby,
35007,Brampton--Springdale,Brampton--Springdale,Conservative,Hundal,Sam,
35007,Brampton--Springdale,Brampton--Springdale,NDP,Mather,Anna,
35007,Brampton--Springdale,Brampton--Springdale,Communist,Wannaku Rallage,Upali Jinadasa,
35008,Brampton West,Brampton-Ouest,Liberal,Beaumier,Colleen,
35008,Brampton West,Brampton-Ouest,Conservative,Gosal,Bal,
35008,Brampton West,Brampton-Ouest,Green,Massey-Singh,Jaipaul,
35008,Brampton West,Brampton-Ouest,NDP,Shergill,Jagtar Singh,
35009,Brant,Brant,NDP,Bowering,Lynn,
35009,Brant,Brant,Green,King,Adam,
35009,Brant,Brant,Conservative,McColeman,Phil,
35009,Brant,Brant,Liberal,St. Amand,Lloyd,
35009,Brant,Brant,Independent,Turmel,John C.,
35009,Brant,Brant,Christian Heritage,Wubs,John H.,
35010,Burlington,Burlington,Green,Goldring,Rick,
35010,Burlington,Burlington,NDP,Laird,David,
35010,Burlington,Burlington,Liberal,Torsney,Paddy,
35010,Burlington,Burlington,Conservative,Wallace,Mike,
35011,Cambridge,Cambridge,Conservative,Goodyear,Gary,
35011,Cambridge,Cambridge,Canadian Action Party,Pelly,David M.,
35011,Cambridge,Cambridge,Liberal,Peric,Janko,
35011,Cambridge,Cambridge,NDP,Reid,Donna,
35011,Cambridge,Cambridge,Green,White,Gareth,
35012,Carleton--Mississippi Mills,Carleton--Mississippi Mills,NDP,Bridgen,Tasha,
35012,Carleton--Mississippi Mills,Carleton--Mississippi Mills,Green,Cole,Jake,
35012,Carleton--Mississippi Mills,Carleton--Mississippi Mills,Marijuana Party,Kolaczynski,George,
35012,Carleton--Mississippi Mills,Carleton--Mississippi Mills,Liberal,Metcalfe,Isabel,
35012,Carleton--Mississippi Mills,Carleton--Mississippi Mills,Conservative,O'Connor,Gordon,
35012,Carleton--Mississippi Mills,Carleton--Mississippi Mills,Progressive Canadian Party,Parsons,Tracy,
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,Green,Bell,Ken,
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,Liberal,Comiskey,Jim,
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,NDP,Kevany,Kathleen,
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,Conservative,Van Kesteren,Dave,
35014,Durham,Durham,Green,Ervin,Virginia,
35014,Durham,Durham,Liberal,Moffatt,Doug,
35014,Durham,Durham,Conservative,Oda,Bev,
35014,Durham,Durham,NDP,Rogers,Bruce,
35014,Durham,Durham,Christian Heritage,Zekveld,Henry,
35015,Davenport,Davenport,Communist,Figueroa,Miguel,
35015,Davenport,Davenport,Canadian Action Party,Forrest,Wendy,
35015,Davenport,Davenport,Green,O'Brien,Mark,
35015,Davenport,Davenport,NDP,Perks,Gord,
35015,Davenport,Davenport,Conservative,Rodrigues,Theresa,
35015,Davenport,Davenport,Liberal,Silva,Mario,
35015,Davenport,Davenport,Marxist-Leninist,Thompson,Sarah,
35016,Don Valley East,Don Valley-Est,Green,Clements,Wayne,
35016,Don Valley East,Don Valley-Est,NDP,Hennick,Richard Alan,
35016,Don Valley East,Don Valley-Est,Conservative,McDermott,Eugene,
35016,Don Valley East,Don Valley-Est,Liberal,Ratansi,Yasmin,
35017,Don Valley West,Don Valley-Ouest,Canadian Action Party,Barnes,Paul,
35017,Don Valley West,Don Valley-Ouest,Conservative,Carmichael,John,
35017,Don Valley West,Don Valley-Ouest,Libertarian,Deb,Soumen,
35017,Don Valley West,Don Valley-Ouest,Liberal,Godfrey,John,
35017,Don Valley West,Don Valley-Ouest,Green,So,Daphne,
35017,Don Valley West,Don Valley-Ouest,NDP,Thomas,David,
35018,Dufferin--Caledon,Dufferin--Caledon,Green,Alexander,Ted,
35018,Dufferin--Caledon,Dufferin--Caledon,NDP,Marquis,Chris,
35018,Dufferin--Caledon,Dufferin--Caledon,Liberal,Moore,Garry,
35018,Dufferin--Caledon,Dufferin--Caledon,Conservative,Tilson,David,
35019,Eglinton--Lawrence,Eglinton--Lawrence,Conservative,Coy,Peter,
35019,Eglinton--Lawrence,Eglinton--Lawrence,Green,Metzger,Patrick,
