district_code,district_name_english,district_name_french,party,candidate_last,candidate_first
24037,Louis-Hébert,Louis-Hébert,Liberal,Beaupré,Jean
24037,Louis-Hébert,Louis-Hébert,NDP,Blanchette,Denis
24037,Louis-Hébert,Louis-Hébert,Green,Fontaine,Michelle
24037,Louis-Hébert,Louis-Hébert,Conservative,Harvey,Luc
24037,Louis-Hébert,Louis-Hébert,Christian Heritage,Jetchick,Stefan
24037,Louis-Hébert,Louis-Hébert,Bloc,Paillé,Pascal-Pierre
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Green,Cloutier,Jean
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Bloc,Gagné,France
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,NDP,Latendresse,Alexandrine
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Liberal,Leone,Hélène H.
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Conservative,Verner,Josée
24039,Manicouagan,Manicouagan,Bloc,Asselin,Gérard
24039,Manicouagan,Manicouagan,Conservative,Breton,Pierre
24039,Manicouagan,Manicouagan,NDP,Chicoine,Michaël
24039,Manicouagan,Manicouagan,Green,Gélineau,Jacques
24039,Manicouagan,Manicouagan,Liberal,Jones,Randy
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,NDP,Beauchamp,Benoît
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Green,Bissonnette,Lise
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Liberal,Frégeau,Robert
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Bloc,Ménard,Serge
24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Conservative,Moreau,Claude
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,Liberal,Charest,Nancy
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,NDP,Demers,Julie
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,Green,Drainville,Louis
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,Conservative,Landry,Jérôme
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,Independent,Potvin,Liliane
24041,Haute-Gaspésie--La Mitis--Matane--Matapédia,Haute-Gaspésie--La Mitis--Matane--Matapédia,Bloc,Roy,Jean-Yves
24042,Mégantic--L'Érable,Mégantic--L'Érable,Liberal,Champagne,Nicole
24042,Mégantic--L'Érable,Mégantic--L'Érable,Green,Guernon,Jean-R.
24042,Mégantic--L'Érable,Mégantic--L'Érable,Conservative,Paradis,Christian
24042,Mégantic--L'Érable,Mégantic--L'Érable,Bloc,Turcotte,Pierre
24042,Mégantic--L'Érable,Mégantic--L'Érable,NDP,Vézina,Bruno
24043,Montcalm,Montcalm,NDP,Beauchamp,Marie-Josée
24043,Montcalm,Montcalm,Conservative,Boudreau,Claude Marc
24043,Montcalm,Montcalm,Bloc,Gaudet,Roger
24043,Montcalm,Montcalm,Liberal,Grégoire,David
24043,Montcalm,Montcalm,Green,Paulette,Michel
24044,Mount Royal,Mont-Royal,Green,Alexander,Tyrell
24044,Mount Royal,Mont-Royal,Communist,Artuso,Antonio
24044,Mount Royal,Mont-Royal,Liberal,Cotler,Irwin
24044,Mount Royal,Mont-Royal,Marxist-Leninist,Johnston,Diane
24044,Mount Royal,Mont-Royal,Bloc,Lavallée,Maryse
24044,Mount Royal,Mont-Royal,NDP,Thibodeau,Nicolas
24044,Mount Royal,Mont-Royal,Conservative,Tzoubari,Rafael
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,NDP,Deslauriers,Peter
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Green,Gal,Jessica
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Marxist-Leninist,Hoffman,Rachel
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Liberal,Jennings,Marlene
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Conservative,Pontillo,Carmine
24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce--Lachine,Bloc,Taillefer,Eric
24046,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,Liberal,Canada,Mark
24046,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,Bloc,Lévesque,Yvon
24046,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,NDP,Martin,Erica
24046,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,Conservative,Matte,Jean-Maurice
24046,Abitibi--Baie-James--Nunavik--Eeyou,Abitibi--Baie-James--Nunavik--Eeyou,Green,Rancourt,Patrick
24047,Outremont,Outremont,Liberal,Dhavernas,Sébastien
24047,Outremont,Outremont,Conservative,Laloshi,Lulzim
24047,Outremont,Outremont,NDP,Mulcair,Thomas
24047,Outremont,Outremont,Green,Pilon,F. Monsieur Corde à Linge
24047,Outremont,Outremont,Bloc,Valdivia,Marcela
24048,Papineau,Papineau,Independent,Baig,Mahmood Raza
24048,Papineau,Papineau,Bloc,Barbot,Vivian
24048,Papineau,Papineau,Green,Hein,Ingrid
24048,Papineau,Papineau,Conservative,Sarker,Mustaque
24048,Papineau,Papineau,Liberal,Trudeau,Justin
24048,Papineau,Papineau,NDP,Zafiropoulos,Costa
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Conservative,Brunelle,Pierre-Olivier
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Marxist-Leninist,Fine,Marsha
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Bloc,Gagnon,Reny
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Liberal,Patry,Bernard
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,NDP,Siddiqui,Shameem
24049,Pierrefonds--Dollard,Pierrefonds--Dollard,Green,Young,Ryan
24050,Pontiac,Pontiac,NDP,Brault,Céline
24050,Pontiac,Pontiac,Conservative,Cannon,Lawrence
24050,Pontiac,Pontiac,Liberal,Duncan McMillan,Cindy
24050,Pontiac,Pontiac,Marxist-Leninist,Legros,Benoit
24050,Pontiac,Pontiac,Green,Sylvestre,André
24050,Pontiac,Pontiac,Bloc,Tremblay,Marius
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Independent,Arthur,André
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Liberal,Asselin,Stéphane
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Bloc,Côté,Richard
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Independent,Paradis,Jean
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,NDP,Turgeon,André
24051,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Green,Weatherdon,Nathan John
24052,Québec,Québec,Green,Bonaventure,Yonnel
24052,Québec,Québec,Bloc,Gagnon,Christiane
24052,Québec,Québec,Liberal,Rousseau,Damien
24052,Québec,Québec,NDP,Roy-Goyette,Catherine
24052,Québec,Québec,Conservative,Taschereau,Myriam
24053,Repentigny,Repentigny,NDP,Bellemare,Réjean
24053,Repentigny,Repentigny,Bloc,Dufour,Nicolas
24053,Repentigny,Repentigny,Green,Fournier,Paul W.
24053,Repentigny,Repentigny,Conservative,Royer,Bruno
24053,Repentigny,Repentigny,Liberal,Semegen,Robert
24054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu--Nicolet--Bécancour,Conservative,Bériault,Réjean
24054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu--Nicolet--Bécancour,Liberal,Cournoyer,Ghislaine
24054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu--Nicolet--Bécancour,Green,Laplante,Rebecca
24054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu--Nicolet--Bécancour,Bloc,Plamondon,Louis
24054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu--Nicolet--Bécancour,NDP,Seddiki,Nourredine
24055,Richmond--Arthabaska,Richmond--Arthabaska,Bloc,Bellavance,André
24055,Richmond--Arthabaska,Richmond--Arthabaska,Green,Fillion,François
24055,Richmond--Arthabaska,Richmond--Arthabaska,Liberal,Grant,Gwyneth Helen
24055,Richmond--Arthabaska,Richmond--Arthabaska,Independent,Landry,Jean
24055,Richmond--Arthabaska,Richmond--Arthabaska,Conservative,Lefebvre,Éric
24055,Richmond--Arthabaska,Richmond--Arthabaska,NDP,Ricard,Stéphane
24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Liberal,Béland,Pierre
24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,NDP,Caron,Guy
24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Bloc,Guimond,Claude
24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Green,Morrison,James D.
24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Conservative,Noël,Gaston
24056,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Independent,Thibault,Louise
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,NDP,Beaudet,Normand
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Green,Bédard,Marie Martine
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Conservative,Carignan,Claude
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Bloc,Desnoyers,Luc
24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Liberal,Joannette,Denis
24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Liberal,Bouchard,Jean
24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Christian Heritage,Côté,Aubert
24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Bloc,Crête,Paul
24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Green,Gaumond,Claude
24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,NDP,Hervieux,Gaston
24058,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Conservative,Laflamme,Denis
24059,Rivière-du-Nord,Rivière-du-Nord,NDP,Bernier,Simon
24059,Rivière-du-Nord,Rivière-du-Nord,Conservative,Duguay,Gilles
24059,Rivière-du-Nord,Rivière-du-Nord,Bloc,Guay,Monique
24059,Rivière-du-Nord,Rivière-du-Nord,Independent,Leduc,Jocelyne
24059,Rivière-du-Nord,Rivière-du-Nord,Liberal,Neves,Joao
24059,Rivière-du-Nord,Rivière-du-Nord,Green,Piché,René
24060,Roberval--Lac-Saint-Jean,Roberval--Lac-Saint-Jean,NDP,Forbes,Catherine
24060,Roberval--Lac-Saint-Jean,Roberval--Lac-Saint-Jean,Liberal,Garneau,Bernard
24060,Roberval--Lac-Saint-Jean,Roberval--Lac-Saint-Jean,Conservative,Lebel,Denis
24060,Roberval--Lac-Saint-Jean,Roberval--Lac-Saint-Jean,Bloc,Pilote,Claude
24060,Roberval--Lac-Saint-Jean,Roberval--Lac-Saint-Jean,Green,Tremblay,Jocelyn
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,neorhino.ca,Berthiaume,Jean-Patrick
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Bloc,Bigras,Bernard
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,NDP,Boulerice,Alexandre
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Conservative,Boulianne,Sylvie
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Marxist-Leninist,Chénier,Stéphane
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,No Affiliation,Dugré,Michel
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Green,Larochelle,Vincent
24061,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Liberal,Théodore,Marjorie
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Green,Bernier,Simon
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Conservative,Charbonneau Barron,Nicole
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Liberal,Diamond,Pierre
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,Bloc,Lavallée,Carole
24062,Saint-Bruno--Saint-Hubert,Saint-Bruno--Saint-Hubert,NDP,Vesic,Vesna
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,NDP,Sansoucy,Brigitte
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Green,Tétreault,Jacques
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Bloc,Thi Lac,Ève-Mary Thaï
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Liberal,Tremblay,Denise
24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Conservative,Vincelette,René
24064,Saint-Jean,Saint-Jean,Bloc,Bachand,Claude
24064,Saint-Jean,Saint-Jean,Independent,Berger,Guy
24064,Saint-Jean,Saint-Jean,Conservative,Mercier,Marie-Josée
24064,Saint-Jean,Saint-Jean,NDP,Refghi,Philippe
24064,Saint-Jean,Saint-Jean,Liberal,Ste-Marie,Claire
24064,Saint-Jean,Saint-Jean,Green,Tremblay,Pierre
24065,Saint-Lambert,Saint-Lambert,Bloc,Beaudin,Josée
24065,Saint-Lambert,Saint-Lambert,Conservative,Clune,Patrick
24065,Saint-Lambert,Saint-Lambert,Green,Joubert,Diane
24065,Saint-Lambert,Saint-Lambert,NDP,Marois,Richard
24065,Saint-Lambert,Saint-Lambert,Liberal,Stanners,Roxane
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Marxist-Leninist,Deschamps,Fernand
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Liberal,Dion,Stéphane
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Conservative,Galiatsatos,Dennis
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,Bloc,Lachaîne,Jacques
24066,Saint-Laurent--Cartierville,Saint-Laurent--Cartierville,NDP,Rodrigues,Jerome
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,NDP,Colella,Laura
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Marxist-Leninist,Colly,Garnet
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Conservative,Le Tourneau,Lucie
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Green,Monteleone,Frank
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Liberal,Pacetti,Massimo
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Bloc,Salem,Farid
24067,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,No Affiliation,Young,Joseph
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,NDP,Aubert,Anne Marie
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Bloc,Laforest,Jean-Yves
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Conservative,Roof,Stéphane
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Liberal,St-Onge Lynch,Ronald
24068,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Green,Toupin,Martial
24069,Shefford,Shefford,Green,Champagne,Michel.M.
24069,Shefford,Shefford,Liberal,Demers,Bernard
24069,Shefford,Shefford,NDP,Gnocchini Messier,Simon
24069,Shefford,Shefford,Conservative,Lambert,Jean
24069,Shefford,Shefford,Bloc,Vincent,Robert
24070,Sherbrooke,Sherbrooke,Conservative,Bachand,André
24070,Sherbrooke,Sherbrooke,Bloc,Cardin,Serge
24070,Sherbrooke,Sherbrooke,neorhino.ca,Côrriveau,Sébastien
24070,Sherbrooke,Sherbrooke,Liberal,Goguen,Nathalie
24070,Sherbrooke,Sherbrooke,NDP,Mondoux,Yves
24071,Terrebonne--Blainville,Terrebonne--Blainville,Bloc,Bourgeois,Diane
24071,Terrebonne--Blainville,Terrebonne--Blainville,Independent,Cadieux,M. Zamboni
24071,Terrebonne--Blainville,Terrebonne--Blainville,Green,Drapeau,Martin
24071,Terrebonne--Blainville,Terrebonne--Blainville,Conservative,Lebel,Daniel
24071,Terrebonne--Blainville,Terrebonne--Blainville,NDP,Le Clair,Michel
24071,Terrebonne--Blainville,Terrebonne--Blainville,Liberal,Nassif,Eva
24072,Trois-Rivières,Trois-Rivières,Green,Blais,Ariane
24072,Trois-Rivières,Trois-Rivières,NDP,Boivin,Geneviève
24072,Trois-Rivières,Trois-Rivières,Bloc,Brunelle,Paule
24072,Trois-Rivières,Trois-Rivières,Conservative,Durand,Claude
24072,Trois-Rivières,Trois-Rivières,Liberal,Simard,Marcos G.
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Bloc,Faille,Meili
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Conservative,Fortier,Michael M.
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,NDP,Héroux-Legault,Maxime
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Liberal,Legault,Brigitte
24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Green,Massenet,Jean-Yves
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Conservative,Dussault,Benoît
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,NDP,Fortin,Raphaël
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Liberal,Fournier,François
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Bloc,Malo,Luc
24074,Verchères--Les Patriotes,Verchères--Les Patriotes,Green,Morel,Annie
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Conservative,Dufort,Guy
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Liberal,Garneau,Marc
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Green,Genest,Claude William
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,NDP,Lagacé Dowson,Anne
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Bloc,Larivée,Charles
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Independent,Rovins,David Sommer
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Communist,Sloan,Bill
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,Marxist-Leninist,Sullivan,Linda
24075,Westmount--Ville-Marie,Westmount--Ville-Marie,neorhino.ca,Vienneau,Judith
35001,Ajax--Pickering,Ajax--Pickering,Green,Harilaid,Mike
35001,Ajax--Pickering,Ajax--Pickering,Liberal,Holland,Mark
35001,Ajax--Pickering,Ajax--Pickering,Conservative,Johnson,Rick
35001,Ajax--Pickering,Ajax--Pickering,Christian Heritage,Norng,Kevin
35001,Ajax--Pickering,Ajax--Pickering,NDP,Thavarajasoorier,Bala
35001,Ajax--Pickering,Ajax--Pickering,Libertarian,Wilson,Stephanie
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,NDP,Hughes,Carol
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Conservative,Musgrove,Dianne
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Green,Rekmans,Lorraine
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Liberal,St. Denis,Brent
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Marxist-Leninist,Ghaddar,Jamilé
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,NDP,Guyatt,Gordon
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Liberal,MacFarlane-VanderBeek,Arlene
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Green,Ormond,Peter
35003,Ancaster--Dundas--Flamborough--Westdale,Ancaster--Dundas--Flamborough--Westdale,Conservative,Sweet,David
35004,Barrie,Barrie,Conservative,Brown,Patrick
35004,Barrie,Barrie,NDP,Clark,Myrna
35004,Barrie,Barrie,Libertarian,Fabrizio,Paolo
35004,Barrie,Barrie,Green,Jacoby-Hawkins,Erich
35004,Barrie,Barrie,Liberal,Jones,Rick
35004,Barrie,Barrie,Marxist-Leninist,Nugent,Christine Anne
35005,Beaches--East York,Beaches--East York,Conservative,Alleslev,Caroline
35005,Beaches--East York,Beaches--East York,Marxist-Leninist,Carter,Roger
35005,Beaches--East York,Beaches--East York,NDP,Churley,Marilyn
35005,Beaches--East York,Beaches--East York,Green,Markovski,Zoran
35005,Beaches--East York,Beaches--East York,Liberal,Minna,Maria
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Conservative,Ambler,Stella
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Marxist-Leninist,Chilelli,Frank
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Liberal,Malhi,Gurbax S.
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,Green,Pajot,Mark
35006,Bramalea--Gore--Malton,Bramalea--Gore--Malton,NDP,Puniya,Jash
35007,Brampton--Springdale,Brampton--Springdale,Liberal,Dhalla,Ruby
35007,Brampton--Springdale,Brampton--Springdale,Green,Finlay,Dave
35007,Brampton--Springdale,Brampton--Springdale,Conservative,Gill,Parm
35007,Brampton--Springdale,Brampton--Springdale,Communist,Kabitsis,Dimitrios
35007,Brampton--Springdale,Brampton--Springdale,NDP,Singh,Mani
35008,Brampton West,Brampton-Ouest,Green,Chmelyk,Patti
35008,Brampton West,Brampton-Ouest,Liberal,Kania,Andrew
35008,Brampton West,Brampton-Ouest,Conservative,Seeback,Kyle
35008,Brampton West,Brampton-Ouest,NDP,Shergill,Jagtar
35009,Brant,Brant,Green,Fueten,Nora
35009,Brant,Brant,Christian Heritage,Gots,John G.
35009,Brant,Brant,Conservative,McColeman,Phil
35009,Brant,Brant,Liberal,St. Amand,Lloyd
35009,Brant,Brant,NDP,Van Tilborg,Brian
35010,Burlington,Burlington,NDP,Laird,David
35010,Burlington,Burlington,Green,Mellish,Marnie
35010,Burlington,Burlington,Liberal,Torsney,Paddy
35010,Burlington,Burlington,Conservative,Wallace,Mike
35011,Cambridge,Cambridge,Green,Cosman,Scott
35011,Cambridge,Cambridge,Conservative,Goodyear,Gary
35011,Cambridge,Cambridge,NDP,Lombardi,Max
35011,Cambridge,Cambridge,Liberal,Zeilstra,Gord
35012,Carleton--Mississippi Mills,Carleton--Mississippi Mills,NDP,Arbour,Paul
35012,Carleton--Mississippi Mills,Carleton--Mississippi Mills,Green,Cole,Jake
35012,Carleton--Mississippi Mills,Carleton--Mississippi Mills,Liberal,MacKinnon,Justin
35012,Carleton--Mississippi Mills,Carleton--Mississippi Mills,Conservative,O'Connor,Gordon
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,Green,Abbott,Alina
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,NDP,Cadotte,Ron
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,Liberal,Daudlin,Matt
35013,Chatham-Kent--Essex,Chatham-Kent--Essex,Conservative,Van Kesteren,Dave
35014,Durham,Durham,Green,Leahy,Stephen
35014,Durham,Durham,NDP,McKeever,Andrew
35014,Durham,Durham,Conservative,Oda,Bev
35014,Durham,Durham,Liberal,Ransom,Bryan
35014,Durham,Durham,Christian Heritage,Zekveld,Henry
35015,Davenport,Davenport,NDP,Ferreira,Peter
35015,Davenport,Davenport,Communist,Figueroa,Miguel
35015,Davenport,Davenport,Independent,Forrest,Wendy
35015,Davenport,Davenport,Animal Alliance Environment Voters,Luisi,Simon
35015,Davenport,Davenport,Conservative,Rodrigues,Theresa
35015,Davenport,Davenport,Green,Scott,Wayne
35015,Davenport,Davenport,Liberal,Silva,Mario
35015,Davenport,Davenport,Marxist-Leninist,Thompson,Sarah
35016,Don Valley East,Don Valley-Est,Green,Clements,Wayne
35016,Don Valley East,Don Valley-Est,NDP,Hynes,Mary Trapani
35016,Don Valley East,Don Valley-Est,Christian Heritage,Kovalenko,Alex
35016,Don Valley East,Don Valley-Est,Conservative,McDermott,Eugene
35016,Don Valley East,Don Valley-Est,Liberal,Ratansi,Yasmin
35017,Don Valley West,Don Valley-Ouest,Conservative,Carmichael,John
35017,Don Valley West,Don Valley-Ouest,Communist,Holliday,Catherine
35017,Don Valley West,Don Valley-Ouest,Liberal,Oliphant,Rob
35017,Don Valley West,Don Valley-Ouest,NDP,Sparrow,David
35017,Don Valley West,Don Valley-Ouest,Green,Wilcock,Georgina
35018,Dufferin--Caledon,Dufferin--Caledon,NDP,Bissett,Jason
35018,Dufferin--Caledon,Dufferin--Caledon,Liberal,Finch,Rebecca
35018,Dufferin--Caledon,Dufferin--Caledon,Conservative,Tilson,David
35018,Dufferin--Caledon,Dufferin--Caledon,Green,Van Leeuwen,Ard
35018,Dufferin--Caledon,Dufferin--Caledon,Canadian Action,Woods,Dean
35019,Eglinton--Lawrence,Eglinton--Lawrence,NDP,Chatwin,Justin
35019,Eglinton--Lawrence,Eglinton--Lawrence,Green,James,Andrew
35019,Eglinton--Lawrence,Eglinton--Lawrence,Conservative,Oliver,Joe
35019,Eglinton--Lawrence,Eglinton--Lawrence,Liberal,Volpe,Joseph
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Canadian Action,Arlow,Will
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Green,Burgon,Noel
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,NDP,Dolby,Ryan
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Christian Heritage,Hiemstra,Carl
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Conservative,Preston,Joe
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Liberal,van Bommel,Suzanne
35020,Elgin--Middlesex--London,Elgin--Middlesex--London,Independent,van Holst,Michael
35021,Essex,Essex,Green,Bachynsky,Richard
35021,Essex,Essex,NDP,Natyshak,Taras
35021,Essex,Essex,Conservative,Watson,Jeff
35021,Essex,Essex,Liberal,Whelan,Susan
35022,Etobicoke Centre,Etobicoke-Centre,Conservative,Kuhn,Axel
35022,Etobicoke Centre,Etobicoke-Centre,Green,Schaffer,Marion
35022,Etobicoke Centre,Etobicoke-Centre,NDP,Schwartz,Joseph
35022,Etobicoke Centre,Etobicoke-Centre,Liberal,Wrzesnewskyj,Borys
35023,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Conservative,Boyer,Patrick
35023,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Green,Corail,Dave
35023,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Liberal,Ignatieff,Michael
