"candidate_id","candidate_name","candidate_lastname","party","district","election","contributions","year","name_english","district_code","population"
30695,"Byrne, Joe","Byrne","NDP","Charlottetown","42nd general election",17579,2015,"Charlottetown",11002,34562
30129,"Van Kesteren, Dave","Van Kesteren","Conservative","Chatham-Kent--Leamington","42nd general election",29740,2015,"Chatham-Kent–Leamington",35017,111866
30489,"Vercouteren, Mark","Vercouteren","Green","Chatham-Kent--Leamington","42nd general election",0,2015,"Chatham-Kent–Leamington",35017,111866
30342,"Omstead, Katie","Omstead","Liberal","Chatham-Kent--Leamington","42nd general election",25069.2,2015,"Chatham-Kent–Leamington",35017,111866
30055,"Walsh, Tony","Walsh","NDP","Chatham-Kent--Leamington","42nd general election",5046,2015,"Chatham-Kent–Leamington",35017,111866
29989,"Ste-Marie, Caroline","Ste-Marie","Conservative","Chicoutimi--Le Fjord","42nd general election",0,2015,"Chicoutimi–Le Fjord",24022,81501
32680,"St-Gelais, Dany","St-Gelais","Green","Chicoutimi--Le Fjord","42nd general election",120,2015,"Chicoutimi–Le Fjord",24022,81501
29777,"Lemieux, Denis","Lemieux","Liberal","Chicoutimi--Le Fjord","42nd general election",12936,2015,"Chicoutimi–Le Fjord",24022,81501
29997,"Morin, Dany","Morin","NDP","Chicoutimi--Le Fjord","42nd general election",7462,2015,"Chicoutimi–Le Fjord",24022,81501
30780,"Cheney, Thomas","Cheney","Green","Chilliwack--Hope","42nd general election",46,2015,"Chilliwack–Hope",59006,92734
32559,"De Jaeger, Louis","De Jaeger","Liberal","Chilliwack--Hope","42nd general election",3040,2015,"Chilliwack–Hope",59006,92734
30908,"MacPherson, Seonaigh","MacPherson","NDP","Chilliwack--Hope","42nd general election",2250,2015,"Chilliwack–Hope",59006,92734
29647,"Ashton, Niki","Ashton","NDP","Churchill--Keewatinook Aski","42nd general election",13175,2015,"Churchill–Keewatinook Aski",46003,85148
32507,"Anderson, Scott","Anderson","Green","Cloverdale--Langley City","42nd general election",10611.35,2015,"Cloverdale–Langley City",59007,100318
32543,"Aldag, John","Aldag","Liberal","Cloverdale--Langley City","42nd general election",3163.98,2015,"Cloverdale–Langley City",59007,100318
32534,"Smith, Rebecca","Smith","NDP","Cloverdale--Langley City","42nd general election",4611.5,2015,"Cloverdale–Langley City",59007,100318
29727,"O'Brien, Kevin George","O'Brien","Conservative","Coast of Bays--Central--Notre Dame","42nd general election",45346.1,2015,"Coast of Bays–Central–Notre Dame",10003,78092
30516,"Simms, Scott","Simms","Liberal","Coast of Bays--Central--Notre Dame","42nd general election",25050,2015,"Coast of Bays–Central–Notre Dame",10003,78092
30610,"Menchenton, Claudette","Menchenton","NDP","Coast of Bays--Central--Notre Dame","42nd general election",38.36,2015,"Coast of Bays–Central–Notre Dame",10003,78092
30252,"Labrador, Gustavo","Labrador","Conservative","Compton--Stanstead","42nd general election",4370,2015,"Compton–Stanstead",24023,101946
29949,"Bibeau, Marie-Claude","Bibeau","Liberal","Compton--Stanstead","42nd general election",15810.8,2015,"Compton–Stanstead",24023,101946
30773,"Nickason, Brad","Nickason","Green","Coquitlam--Port Coquitlam","42nd general election",3442,2015,"Coquitlam–Port Coquitlam",59008,110277
30233,"McKinnon, Ron","McKinnon","Liberal","Coquitlam--Port Coquitlam","42nd general election",4011.1,2015,"Coquitlam–Port Coquitlam",59008,110277
30465,"Norman, Sara","Norman","NDP","Coquitlam--Port Coquitlam","42nd general election",220,2015,"Coquitlam–Port Coquitlam",59008,110277
30246,"Duncan, John","Duncan","Conservative","Courtenay--Alberni","42nd general election",17155.8,2015,"Courtenay–Alberni",59009,110391
30647,"Powell-Davidson, Carrie","Powell-Davidson","Liberal","Courtenay--Alberni","42nd general election",854.5,2015,"Courtenay–Alberni",59009,110391
30445,"Johns, Gord","Johns","NDP","Courtenay--Alberni","42nd general election",9925,2015,"Courtenay–Alberni",59009,110391
30798,"Barker, Martin","Barker","Conservative","Cowichan--Malahat--Langford","42nd general election",11639.86,2015,"Cowichan–Malahat–Langford",59010,99160
32803,"Hunt-Jinnouchi, Fran","Hunt-Jinnouchi","Green","Cowichan--Malahat--Langford","42nd general election",965.55,2015,"Cowichan–Malahat–Langford",59010,99160
32959,"Manna, Maria","Manna","Liberal","Cowichan--Malahat--Langford","42nd general election",0,2015,"Cowichan–Malahat–Langford",59010,99160
30509,"MacGregor, Alistair","MacGregor","NDP","Cowichan--Malahat--Langford","42nd general election",15480,2015,"Cowichan–Malahat–Langford",59010,99160
29668,"Armstrong, Scott","Armstrong","Conservative","Cumberland--Colchester","42nd general election",33945.24,2015,"Cumberland–Colchester",12003,82321
30001,"Blanch, Jason Matthew","Blanch","Green","Cumberland--Colchester","42nd general election",5255,2015,"Cumberland–Colchester",12003,82321
30281,"Casey, Bill","Casey","Liberal","Cumberland--Colchester","42nd general election",27860,2015,"Cumberland–Colchester",12003,82321
30559,"Robinson, Wendy","Robinson","NDP","Cumberland--Colchester","42nd general election",5810,2015,"Cumberland–Colchester",12003,82321
30222,"Anderson, David","Anderson","Conservative","Cypress Hills--Grasslands","42nd general election",13479.8,2015,"Cypress Hills–Grasslands",47002,67834
30412,"Caton, William","Caton","Green","Cypress Hills--Grasslands","42nd general election",1060,2015,"Cypress Hills–Grasslands",47002,67834
30523,"Peterson, Trevor","Peterson","NDP","Cypress Hills--Grasslands","42nd general election",0,2015,"Cypress Hills–Grasslands",47002,67834
29626,"Cole, Jason","Cole","Conservative","Dartmouth--Cole Harbour","42nd general election",13038,2015,"Dartmouth–Cole Harbour",12004,91212
30605,"Nheiley, Brynn","Nheiley","Green","Dartmouth--Cole Harbour","42nd general election",500,2015,"Dartmouth–Cole Harbour",12004,91212
30067,"Chisholm, Robert","Chisholm","NDP","Dartmouth--Cole Harbour","42nd general election",44970.54,2015,"Dartmouth–Cole Harbour",12004,91212
30312,"Sopuck, Robert","Sopuck","Conservative","Dauphin--Swan River--Neepawa","42nd general election",26185,2015,"Dauphin–Swan River–Neepawa",46004,87374
30478,"Storey, Kate","Storey","Green","Dauphin--Swan River--Neepawa","42nd general election",6175,2015,"Dauphin–Swan River–Neepawa",46004,87374
30866,"Lewycky, Laverne M.","Lewycky","NDP","Dauphin--Swan River--Neepawa","42nd general election",4252.33,2015,"Dauphin–Swan River–Neepawa",46004,87374
32624,"Oliveira, Carlos","Oliveira","Conservative","Davenport","42nd general election",1000,2015,"Davenport",35018,102360
30286,"Stein, Dan","Stein","Green","Davenport","42nd general election",4715,2015,"Davenport",35018,102360
30039,"Dzerowicz, Julie","Dzerowicz","Liberal","Davenport","42nd general election",5,2015,"Davenport",35018,102360
29953,"Cash, Andrew","Cash","NDP","Davenport","42nd general election",15021,2015,"Davenport",35018,102360
30295,"Findlay, Kerry-Lynne","Findlay","Conservative","Delta","42nd general election",24600,2015,"Delta",59011,100588
32563,"Qualtrough, Carla","Qualtrough","Liberal","Delta","42nd general election",21383.96,2015,"Delta",59011,100588
30315,"Leveque, Jeremy","Leveque","NDP","Delta","42nd general election",13220,2015,"Delta",59011,100588
30891,"Clarke, Rob","Clarke","Conservative","DesnethÃ©--Missinippi--Churchill River","42nd general election",11805,2015,"Desnethé–Missinippi–Churchill River",47003,69471
30808,"Koch, Warren","Koch","Green","DesnethÃ©--Missinippi--Churchill River","42nd general election",1005,2015,"Desnethé–Missinippi–Churchill River",47003,69471
30938,"Joseph, Lawrence","Joseph","Liberal","DesnethÃ©--Missinippi--Churchill River","42nd general election",4560,2015,"Desnethé–Missinippi–Churchill River",47003,69471
30895,"Jolibois, Georgina","Jolibois","NDP","DesnethÃ©--Missinippi--Churchill River","42nd general election",1211.93,2015,"Desnethé–Missinippi–Churchill River",47003,69471
30070,"Harquail, Maureen","Harquail","Conservative","Don Valley East","42nd general election",16098,2015,"Don Valley East",35019,93007
29915,"Ahmed, Khalid","Ahmed","NDP","Don Valley East","42nd general election",7880,2015,"Don Valley East",35019,93007
30771,"Daniel, Joe","Daniel","Conservative","Don Valley North","42nd general election",1500,2015,"Don Valley North",35020,103073
30079,"Sadikali, Akil","Sadikali","NDP","Don Valley North","42nd general election",3026,2015,"Don Valley North",35020,103073
29892,"Carmichael, John","Carmichael","Conservative","Don Valley West","42nd general election",75968.79,2015,"Don Valley West",35021,99820
30114,"Riaz, Syeda","Riaz","NDP","Don Valley West","42nd general election",12100,2015,"Don Valley West",35021,99820
32458,"Chivu, Daniela","Chivu","Conservative","Dorval--Lachine--LaSalle","42nd general election",1042.28,2015,"Dorval–Lachine–LaSalle",24024,106886
29901,"Dhillon, Anju","Dhillon","Liberal","Dorval--Lachine--LaSalle","42nd general election",6327,2015,"Dorval–Lachine–LaSalle",24024,106886
29998,"Morin, Isabelle","Morin","NDP","Dorval--Lachine--LaSalle","42nd general election",3669.59,2015,"Dorval–Lachine–LaSalle",24024,106886
30028,"Déry, Pascale","Déry","Conservative","Drummond","42nd general election",10385,2015,"Drummond",24025,98681
29947,"Choquette, FranÃ§ois","Choquette","NDP","Drummond","42nd general election",1315,2015,"Drummond",24025,98681
29700,"Tilson, David Allan","Tilson","Conservative","Dufferin--Caledon","42nd general election",20355,2015,"Dufferin–Caledon",35022,116341
30330,"Crewson, Ed","Crewson","Liberal","Dufferin--Caledon","42nd general election",19454,2015,"Dufferin–Caledon",35022,116341
30546,"Yazbek, Rehya","Yazbek","NDP","Dufferin--Caledon","42nd general election",2328,2015,"Dufferin–Caledon",35022,116341
30134,"O'Toole, Erin","O'Toole","Conservative","Durham","42nd general election",1500,2015,"Durham",35023,115395
33009,"Leadbetter, Stacey","Leadbetter","Green","Durham","42nd general election",400,2015,"Durham",35023,115395
32502,"Traill, Corinna","Traill","Liberal","Durham","42nd general election",10240.92,2015,"Durham",35023,115395
30317,"Spence, Derek","Spence","NDP","Durham","42nd general election",7560,2015,"Durham",35023,115395
30663,"Lake, Mike","Lake","Conservative","Edmonton--Wetaskiwin","42nd general election",2520,2015,"Edmonton–Wetaskiwin",48021,110644
30064,"Hut, Joy-Ann","Hut","Green","Edmonton--Wetaskiwin","42nd general election",300,2015,"Edmonton–Wetaskiwin",48021,110644
30527,"Bitz, Fritz K.","Bitz","NDP","Edmonton--Wetaskiwin","42nd general election",4415,2015,"Edmonton–Wetaskiwin",48021,110644
30082,"Cumming, James","Cumming","Conservative","Edmonton Centre","42nd general election",22165,2015,"Edmonton Centre",48014,106121
30502,"Parker, David","Parker","Green","Edmonton Centre","42nd general election",20,2015,"Edmonton Centre",48014,106121
30585,"Boissonnault, Randy","Boissonnault","Liberal","Edmonton Centre","42nd general election",5000,2015,"Edmonton Centre",48014,106121
30661,"McGowan, Gil","McGowan","NDP","Edmonton Centre","42nd general election",14210,2015,"Edmonton Centre",48014,106121
29927,"Workman, Heather","Workman","Green","Edmonton Griesbach","42nd general election",470,2015,"Edmonton Griesbach",48015,107809
32957,"Gold, Brian","Gold","Liberal","Edmonton Griesbach","42nd general election",0,2015,"Edmonton Griesbach",48015,107809
30054,"Irwin, Janis","Irwin","NDP","Edmonton Griesbach","42nd general election",18215,2015,"Edmonton Griesbach",48015,107809
30198,"Aboultaif, Ziad","Aboultaif","Conservative","Edmonton Manning","42nd general election",8700,2015,"Edmonton Manning",48016,106262
32462,"Vallee, Chris","Vallee","Green","Edmonton Manning","42nd general election",70,2015,"Edmonton Manning",48016,106262
30807,"Aujla, Sukhdev","Aujla","Liberal","Edmonton Manning","42nd general election",5000,2015,"Edmonton Manning",48016,106262
30857,"Paquette, Aaron","Paquette","NDP","Edmonton Manning","42nd general election",6485,2015,"Edmonton Manning",48016,106262
30274,"Uppal, Tim","Uppal","Conservative","Edmonton Mill Woods","42nd general election",71549,2015,"Edmonton Mill Woods",48017,106103
30444,"Sohi, Amarjeet","Sohi","Liberal","Edmonton Mill Woods","42nd general election",0,2015,"Edmonton Mill Woods",48017,106103
30608,"Jeneroux, Matt","Jeneroux","Conservative","Edmonton Riverbend","42nd general election",12545,2015,"Edmonton Riverbend",48018,106302
30124,"Kennedy, Valerie","Kennedy","Green","Edmonton Riverbend","42nd general election",700,2015,"Edmonton Riverbend",48018,106302
30979,"Chaudary, Tariq","Chaudary","Liberal","Edmonton Riverbend","42nd general election",35350,2015,"Edmonton Riverbend",48018,106302
30423,"Fleck, Brian","Fleck","NDP","Edmonton Riverbend","42nd general election",23475,2015,"Edmonton Riverbend",48018,106302
30734,"Thom, Len","Thom","Conservative","Edmonton Strathcona","42nd general election",8605,2015,"Edmonton Strathcona",48019,103183
32536,"Olszewski, Eleanor","Olszewski","Liberal","Edmonton Strathcona","42nd general election",0,2015,"Edmonton Strathcona",48019,103183
30309,"Duncan, Linda","Duncan","NDP","Edmonton Strathcona","42nd general election",17152,2015,"Edmonton Strathcona",48019,103183
29994,"McCauley, Kelly","McCauley","Conservative","Edmonton West","42nd general election",19981,2015,"Edmonton West",48020,104422
30759,"MacKenzie, Heather","MacKenzie","NDP","Edmonton West","42nd general election",13000.95,2015,"Edmonton West",48020,104422
29792,"Oliver, Joe","Oliver","Conservative","Eglinton--Lawrence","42nd general election",11595,2015,"Eglinton–Lawrence",35024,113150
30230,"Mendicino, Marco","Mendicino","Liberal","Eglinton--Lawrence","42nd general election",80919.15,2015,"Eglinton–Lawrence",35024,113150
32548,"Thomson, Andrew","Thomson","NDP","Eglinton--Lawrence","42nd general election",14409,2015,"Eglinton–Lawrence",35024,113150
29677,"Shea, Gail","Shea","Conservative","Egmont","42nd general election",18000,2015,"Egmont",11003,34598
33034,"Ling, Nils","Ling","Green","Egmont","42nd general election",1510,2015,"Egmont",11003,34598
30097,"Morrissey, Bobby","Morrissey","Liberal","Egmont","42nd general election",1300,2015,"Egmont",11003,34598
30098,"Dickieson, Herb","Dickieson","NDP","Egmont","42nd general election",9068.1,2015,"Egmont",11003,34598
30234,"Vecchio, Karen Louise","Vecchio","Conservative","Elgin--Middlesex--London","42nd general election",1890,2015,"Elgin–Middlesex–London",35025,110109
32453,"Morgan, Bronagh Joyce","Morgan","Green","Elgin--Middlesex--London","42nd general election",1900,2015,"Elgin–Middlesex–London",35025,110109
30778,"Baldwin-Sands, Lori","Baldwin-Sands","Liberal","Elgin--Middlesex--London","42nd general election",3190.41,2015,"Elgin–Middlesex–London",35025,110109
30408,"Sinclair, Fred","Sinclair","NDP","Elgin--Middlesex--London","42nd general election",3520,2015,"Elgin–Middlesex–London",35025,110109
30354,"Blaikie, Daniel","Blaikie","NDP","Elmwood--Transcona","42nd general election",14277,2015,"Elmwood–Transcona",46005,85906
30775,"Merner, David","Merner","Liberal","Esquimalt--Saanich--Sooke","42nd general election",6489.6,2015,"Esquimalt–Saanich–Sooke",59026,113004
30269,"Garrison, Randall","Garrison","NDP","Esquimalt--Saanich--Sooke","42nd general election",32996.24,2015,"Esquimalt–Saanich–Sooke",59026,113004
32619,"Watson, Jeff","Watson","Conservative","Essex","42nd general election",39018,2015,"Essex",35026,120477
32626,"Festeryga, Audrey","Festeryga","Liberal","Essex","42nd general election",3150,2015,"Essex",35026,120477
29958,"Ramsey, Tracey","Ramsey","NDP","Essex","42nd general election",21158,2015,"Essex",35026,120477
30225,"Trottier, Bernard","Trottier","Conservative","Etobicoke--Lakeshore","42nd general election",6234,2015,"Etobicoke–Lakeshore",35028,115437
32572,"Salewsky, Angela","Salewsky","Green","Etobicoke--Lakeshore","42nd general election",1050,2015,"Etobicoke–Lakeshore",35028,115437
32493,"Maloney, James","Maloney","Liberal","Etobicoke--Lakeshore","42nd general election",200,2015,"Etobicoke–Lakeshore",35028,115437
30032,"Trotter, Phil","Trotter","NDP","Etobicoke--Lakeshore","42nd general election",6168,2015,"Etobicoke–Lakeshore",35028,115437
29670,"Opitz, Ted","Opitz","Conservative","Etobicoke Centre","42nd general election",38590.21,2015,"Etobicoke Centre",35027,114910
30421,"Wrzesnewskyj, Borys","Wrzesnewskyj","Liberal","Etobicoke Centre","42nd general election",18910,2015,"Etobicoke Centre",35027,114910
30440,"De Mello, Tanya","De Mello","NDP","Etobicoke Centre","42nd general election",46794.06,2015,"Etobicoke Centre",35027,114910
29935,"Dada, Toyin","Dada","Conservative","Etobicoke North","42nd general election",23181.56,2015,"Etobicoke North",35029,117601
30562,"Ayub, Akhtar","Ayub","Green","Etobicoke North","42nd general election",1806.85,2015,"Etobicoke North",35029,117601
30670,"Duncan, Kirsty","Duncan","Liberal","Etobicoke North","42nd general election",38945,2015,"Etobicoke North",35029,117601
29968,"Hassan, Faisal","Hassan","NDP","Etobicoke North","42nd general election",17840,2015,"Etobicoke North",35029,117601
29766,"Sweet, David","Sweet","Conservative","Flamborough--Glanbrook","42nd general election",49733.12,2015,"Flamborough–Glanbrook",35030,97081
32443,"Urquhart, David Allan","Urquhart","Green","Flamborough--Glanbrook","42nd general election",1250,2015,"Flamborough–Glanbrook",35030,97081
30582,"DiLivio, Mike","DiLivio","NDP","Flamborough--Glanbrook","42nd general election",4075,2015,"Flamborough–Glanbrook",35030,97081
30944,"Grewal, Nina","Grewal","Conservative","Fleetwood--Port Kells","42nd general election",11900,2015,"Fleetwood–Port Kells",59012,109742
33093,"Hosein, Richard","Hosein","Green","Fleetwood--Port Kells","42nd general election",2800,2015,"Fleetwood–Port Kells",59012,109742
32583,"Hardie, Ken","Hardie","Liberal","Fleetwood--Port Kells","42nd general election",4020,2015,"Fleetwood–Port Kells",59012,109742
30603,"Begg, Garry","Begg","NDP","Fleetwood--Port Kells","42nd general election",39323.75,2015,"Fleetwood–Port Kells",59012,109742
30027,"Barlow, John","Barlow","Conservative","Foothills","42nd general election",34028,2015,"Foothills",48022,105515
29704,"Tittel, Romy S.","Tittel","Green","Foothills","42nd general election",180,2015,"Foothills",48022,105515
30732,"Thompson, Alison","Thompson","NDP","Foothills","42nd general election",1445,2015,"Foothills",48022,105515
32439,"Yurdiga, David","Yurdiga","Conservative","Fort McMurray--Cold Lake","42nd general election",7175,2015,"Fort McMurray–Cold Lake",48023,101538
32467,"Harrietha, Kyle","Harrietha","Liberal","Fort McMurray--Cold Lake","42nd general election",2000,2015,"Fort McMurray–Cold Lake",48023,101538
30587,"Lepine, Melody","Lepine","NDP","Fort McMurray--Cold Lake","42nd general election",9430.2,2015,"Fort McMurray–Cold Lake",48023,101538
30008,"Ashfield, Keith","Ashfield","Conservative","Fredericton","42nd general election",17300,2015,"Fredericton",13003,81759
29678,"Babineau, Mary Lou","Babineau","Green","Fredericton","42nd general election",7940,2015,"Fredericton",13003,81759
32491,"Scott-Levesque, Sharon","Scott-Levesque","NDP","Fredericton","42nd general election",1280,2015,"Fredericton",13003,81759
29773,"Moore, Rob","Moore","Conservative","Fundy Royal","42nd general election",25322,2015,"Fundy Royal",13004,79331
29793,"McKenzie, Jennifer","McKenzie","NDP","Fundy Royal","42nd general election",9199.55,2015,"Fundy Royal",13004,79331
30426,"Roussy, Nicolas","Roussy","Bloc","GaspÃ©sie--Les ÃŽles-de-la-Madeleine","42nd general election",10805,2015,"Gaspésie–Les Îles-de-la-Madeleine",24026,78833
30396,"Pigeon, Jean-Pierre","Pigeon","Conservative","GaspÃ©sie--Les ÃŽles-de-la-Madeleine","42nd general election",5250,2015,"Gaspésie–Les Îles-de-la-Madeleine",24026,78833
30382,"Lebouthillier, Diane","Lebouthillier","Liberal","GaspÃ©sie--Les ÃŽles-de-la-Madeleine","42nd general election",15100,2015,"Gaspésie–Les Îles-de-la-Madeleine",24026,78833
30950,"Angers, Luc","Angers","Conservative","Gatineau","42nd general election",8627.53,2015,"Gatineau",24027,106424
30569,"Dostaler, Guy","Dostaler","Green","Gatineau","42nd general election",0,2015,"Gatineau",24027,106424
30250,"Boivin, FranÃ§oise","Boivin","NDP","Gatineau","42nd general election",6200,2015,"Gatineau",24027,106424
32830,"Malouin-Diraddo, Genevieve","Malouin-Diraddo","Green","Glengarry--Prescott--Russell","42nd general election",400,2015,"Glengarry–Prescott–Russell",35031,106240
30737,"Drouin, Francis","Drouin","Liberal","Glengarry--Prescott--Russell","42nd general election",3097.12,2015,"Glengarry–Prescott–Russell",35031,106240
30314,"Laurin, Normand","Laurin","NDP","Glengarry--Prescott--Russell","42nd general election",860,2015,"Glengarry–Prescott–Russell",35031,106240
29739,"Warkentin, Chris","Warkentin","Conservative","Grande Prairie--Mackenzie","42nd general election",71370.15,2015,"Grande Prairie–Mackenzie",48024,106738
29741,"Friesen, James David","Friesen","Green","Grande Prairie--Mackenzie","42nd general election",4095.9,2015,"Grande Prairie–Mackenzie",48024,106738
32557,"Mossagizi, Saba","Mossagizi","NDP","Grande Prairie--Mackenzie","42nd general election",1160,2015,"Grande Prairie–Mackenzie",48024,106738
29978,"Kovach, Gloria","Kovach","Conservative","Guelph","42nd general election",18230,2015,"Guelph",35032,121688
29856,"Miller, Gord","Miller","Green","Guelph","42nd general election",26895.85,2015,"Guelph",35032,121688
30005,"Seagram, Andrew","Seagram","NDP","Guelph","42nd general election",10782.81,2015,"Guelph",35032,121688
29769,"Finley, Diane","Finley","Conservative","Haldimand--Norfolk","42nd general election",37284.67,2015,"Haldimand–Norfolk",35033,108051
29715,"Ettinger, Wayne","Ettinger","Green","Haldimand--Norfolk","42nd general election",1100,2015,"Haldimand–Norfolk",35033,108051
29770,"Harris, John","Harris","NDP","Haldimand--Norfolk","42nd general election",1731,2015,"Haldimand–Norfolk",35033,108051
29798,"Schmale, Jamie","Schmale","Conservative","Haliburton--Kawartha Lakes--Brock","42nd general election",35926.06,2015,"Haliburton–Kawartha Lakes–Brock",35034,110182
30601,"MacCallum, Bill","MacCallum","Green","Haliburton--Kawartha Lakes--Brock","42nd general election",2090.5,2015,"Haliburton–Kawartha Lakes–Brock",35034,110182
30864,"Perry, Mike","Perry","NDP","Haliburton--Kawartha Lakes--Brock","42nd general election",23277,2015,"Haliburton–Kawartha Lakes–Brock",35034,110182
32635,"Carvery, Irvine","Carvery","Conservative","Halifax","42nd general election",4307.82,2015,"Halifax",12005,92643
30907,"Trappenberg, Thomas","Trappenberg","Green","Halifax","42nd general election",600,2015,"Halifax",12005,92643
29985,"Leslie, Megan","Leslie","NDP","Halifax","42nd general election",21625.27,2015,"Halifax",12005,92643
33041,"McGinnis, Michael","McGinnis","Conservative","Halifax West","42nd general election",600,2015,"Halifax West",12006,87275
29664,"Regan, Geoff","Regan","Liberal","Halifax West","42nd general election",36310,2015,"Halifax West",12006,87275
30072,"Hussey, Joanne","Hussey","NDP","Halifax West","42nd general election",7280,2015,"Halifax West",12006,87275
32579,"Rozenszajn, Yonatan","Rozenszajn","Conservative","Hamilton Centre","42nd general election",2395,2015,"Hamilton Centre",35035,101932
30443,"Schmid-Jones, Ute","Schmid-Jones","Green","Hamilton Centre","42nd general election",95,2015,"Hamilton Centre",35035,101932
30086,"Christopherson, David","Christopherson","NDP","Hamilton Centre","42nd general election",20486,2015,"Hamilton Centre",35035,101932
29776,"Bubanko, Diane","Bubanko","Conservative","Hamilton East--Stoney Creek","42nd general election",2000,2015,"Hamilton East–Stoney Creek",35036,107786
32504,"Davis, Erin","Davis","Green","Hamilton East--Stoney Creek","42nd general election",120,2015,"Hamilton East–Stoney Creek",35036,107786
30697,"Bratina, Bob","Bratina","Liberal","Hamilton East--Stoney Creek","42nd general election",20,2015,"Hamilton East–Stoney Creek",35036,107786
29868,"Marston, Wayne","Marston","NDP","Hamilton East--Stoney Creek","42nd general election",27914.93,2015,"Hamilton East–Stoney Creek",35036,107786
30442,"Miles, Al","Miles","Conservative","Hamilton Mountain","42nd general election",1050,2015,"Hamilton Mountain",35037,103615
29780,"Duvall, Scott","Duvall","NDP","Hamilton Mountain","42nd general election",19847,2015,"Hamilton Mountain",35037,103615
30763,"Samuel, Vincent","Samuel","Conservative","Hamilton West--Ancaster--Dundas","42nd general election",20010,2015,"Hamilton West–Ancaster–Dundas",35038,109535
30239,"Ormond, Peter","Ormond","Green","Hamilton West--Ancaster--Dundas","42nd general election",1010,2015,"Hamilton West–Ancaster–Dundas",35038,109535
30550,"Johnstone, Alex","Johnstone","NDP","Hamilton West--Ancaster--Dundas","42nd general election",28783.34,2015,"Hamilton West–Ancaster–Dundas",35038,109535
29648,"Kramp, Daryl","Kramp","Conservative","Hastings--Lennox and Addington","42nd general election",22640,2015,"Hastings–Lennox and Addington",35039,92528
30355,"Bannon, Betty","Bannon","NDP","Hastings--Lennox and Addington","42nd general election",2555,2015,"Hastings–Lennox and Addington",35039,92528
32931,"Rizqy, Marwah","Rizqy","Liberal","Hochelaga","42nd general election",7250,2015,"Hochelaga",24028,103436
29906,"Boutin-Sweet, Marjolaine","Boutin-Sweet","NDP","Hochelaga","42nd general election",12235.25,2015,"Hochelaga",24028,103436
30561,"Croteau, Guy","Croteau","Conservative","HonorÃ©-Mercier","42nd general election",3200,2015,"Honoré-Mercier",24029,102587
30351,"Ayala, Paulina","Ayala","NDP","HonorÃ©-Mercier","42nd general election",2450,2015,"Honoré-Mercier",24029,102587
30769,"Fleury, Roger","Fleury","Green","Hull--Aylmer","42nd general election",400,2015,"Hull–Aylmer",24030,103447
29984,"Turmel, Nycole","Turmel","NDP","Hull--Aylmer","42nd general election",18532.3,2015,"Hull–Aylmer",24030,103447
30515,"Vandenberg, Kerry","Vandenberg","Conservative","Humber River--Black Creek","42nd general election",12920,2015,"Humber River–Black Creek",35121,108198
30094,"Sgro, Judy","Sgro","Liberal","Humber River--Black Creek","42nd general election",1600,2015,"Humber River–Black Creek",35121,108198
30781,"Harris, Darnel","Harris","NDP","Humber River--Black Creek","42nd general election",4485,2015,"Humber River–Black Creek",35121,108198
30015,"Lobb, Ben","Lobb","Conservative","Huron--Bruce","42nd general election",16092,2015,"Huron–Bruce",35040,104842
29640,"Splettstoesser, Jutta","Splettstoesser","Green","Huron--Bruce","42nd general election",4215,2015,"Huron–Bruce",35040,104842
29929,"Creces, Gerard","Creces","NDP","Huron--Bruce","42nd general election",15545,2015,"Huron–Bruce",35040,104842
29880,"Ste-Marie, Gabriel","Ste-Marie","Bloc","Joliette","42nd general election",700,2015,"Joliette",24031,100683
29893,"Eid, Soheil","Eid","Conservative","Joliette","42nd general election",320,2015,"Joliette",24031,100683
30425,"Morin, Mathieu","Morin","Green","Joliette","42nd general election",20,2015,"Joliette",24031,100683
30694,"Landreville, Danielle","Landreville","NDP","Joliette","42nd general election",5050,2015,"Joliette",24031,100683
29726,"Caron, Jean-FranÃ§ois","Caron","Bloc","JonquiÃ¨re","42nd general election",20810,2015,"Jonquière",24032,87596
29938,"Larouche, Ursula","Larouche","Conservative","JonquiÃ¨re","42nd general election",100,2015,"Jonquière",24032,87596
33024,"Pettersen, Marc","Pettersen","Liberal","JonquiÃ¨re","42nd general election",3525,2015,"Jonquière",24032,87596
30555,"Trudel, Karine","Trudel","NDP","JonquiÃ¨re","42nd general election",1795,2015,"Jonquière",24032,87596
29689,"McLeod, Cathy","McLeod","Conservative","Kamloops--Thompson--Cariboo","42nd general election",25750,2015,"Kamloops–Thompson–Cariboo",59013,118618
30296,"Greenwood, Matthew","Greenwood","Green","Kamloops--Thompson--Cariboo","42nd general election",360,2015,"Kamloops–Thompson–Cariboo",59013,118618
30788,"Powrie, Steve","Powrie","Liberal","Kamloops--Thompson--Cariboo","42nd general election",17483.3,2015,"Kamloops–Thompson–Cariboo",59013,118618
30026,"Sundhu, Bill","Sundhu","NDP","Kamloops--Thompson--Cariboo","42nd general election",5069.45,2015,"Kamloops–Thompson–Cariboo",59013,118618
30046,"Pamic, Walter","Pamic","Conservative","Kanata--Carleton","42nd general election",40060,2015,"Kanata–Carleton",35041,100846
32670,"West, Andrew","West","Green","Kanata--Carleton","42nd general election",2300,2015,"Kanata–Carleton",35041,100846
30304,"McCrimmon, Karen","McCrimmon","Liberal","Kanata--Carleton","42nd general election",37686,2015,"Kanata–Carleton",35041,100846
