Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Glen Allan,Jim Hillyer,Brent Smith,John Clayton Turner,Erin Weir,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 606","Medicine Hat",132,618,9,8,65,1,833,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 607","Medicine Hat",154,604,19,16,92,2,887,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 608","Medicine Hat",102,586,9,5,54,1,757,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 609","Cypress County",63,297,7,3,28,1,399,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 610","Bow Island",28,215,10,6,17,0,276,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 611","Forty Mile County No. 8",10,127,3,1,1,0,142,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 612","Milk River",15,238,7,4,13,1,278,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 613","Cadston County",40,332,11,1,45,3,432,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 614","Magrath--Raymond",28,266,8,4,25,0,331,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 615","Fort Macleod",54,4,1,0,125,0,184,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 616","Cardston",18,369,14,4,21,0,426,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner",,"Group 1/Groupe 1",57,48,3,1,18,3,130,82
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner",,"Group 2/Groupe 2",212,806,33,10,132,11,1204,
